,0
2078350,305
10,306
311210,307
1827180,308
892050,309
529910,310
619080,311
254100,312
252950,313
279640,314
409720,315
104100,316
435120,317
385560,318
72850,319
557600,320
881100,321
976730,322
520720,323
613900,324
24740,325
415300,326
65980,327
1097150,328
253880,329
241930,330
20530,331
252490,332
1995590,333
230700,334
684410,335
107100,336
723820,337
731040,338
314650,339
214700,340
239450,341
2153770,342
524390,343
252630,344
377160,345
543410,346
255870,347
304930,348
1000030,349
596420,350
1659040,351
590690,352
35720,353
47540,354
448280,355
257510,356
1555110,357
729660,358
283640,359
274190,360
358720,361
2018130,362
34270,363
50130,364
327030,365
686910,366
252030,367
1497440,368
408900,369
290300,370
418520,371
377310,372
239030,373
984800,374
766570,375
1260520,376
227320,377
916440,378
65800,379
431370,380
780310,381
381210,382
8660,383
1340530,384
259130,385
322330,386
22600,387
254080,388
254920,389
225140,390
239120,391
209370,392
55040,393
813780,394
552700,395
78000,396
231430,397
1059990,398
856620,399
925940,400
1328670,401
475190,402
1551360,403
251570,404
463060,405
278360,406
574760,407
617830,408
32400,409
1794680,410
219740,411
1172470,412
466300,413
304410,414
11360,415
266840,416
838410,417
1462040,418
548570,419
531640,420
367540,421
653530,422
63660,423
49400,424
790820,425
880940,426
346900,427
582160,428
433850,429
345350,430
41900,431
295790,432
282070,433
589940,434
206420,435
2221490,436
38450,437
70000,438
1335200,439
858460,440
2200,441
311560,442
400940,443
104900,444
320,445
678960,446
37420,447
1259420,448
632350,449
270170,450
290260,451
331360,452
379720,453
906100,454
254700,455
272920,456
449960,457
870780,458
2857000,459
848450,460
462930,461
243870,462
404040,463
667890,464
2824310,465
3200,466
94200,467
253790,468
274170,469
2484110,470
332200,471
1240440,472
35130,473
814200,474
372360,475
34450,476
459820,477
2471100,478
97330,479
716650,480
46510,481
255710,482
1675590,483
2320,484
383580,485
4000,486
719040,487
221020,488
223710,489
1238020,490
424840,491
18500,492
228280,493
41050,494
251110,495
221810,496
1749630,497
758730,498
765840,499
236430,500
306130,501
546560,502
80,503
98400,504
8980,505
34830,506
823550,507
17330,508
322500,509
208650,510
1700,511
428660,512
254860,513
390710,514
506140,515
261530,516
218060,517
264360,518
2888120,519
1454540,520
1594320,521
396060,522
207400,523
1077530,524
334540,525
931180,526
254020,527
493340,528
512270,529
384030,530
981590,531
13210,532
2093910,533
2679460,534
237630,535
616720,536
43160,537
301520,538
371360,539
9450,540
2716400,541
238320,542
2656540,543
236830,544
583950,545
402800,546
428800,547
341800,548
326460,549
480490,550
1891700,551
671440,552
818320,553
32150,554
788470,555
1947530,556
246280,557
24240,558
219640,559
1137180,560
224760,561
412830,562
223730,563
268910,564
312750,565
1144200,566
45000,567
264710,568
1934680,569
2290,570
434430,571
985810,572
225080,573
1222140,574
560130,575
367520,576
209330,577
203770,578
8190,579
3410,580
2060130,581
29800,582
2677660,583
291650,584
555440,585
10090,586
2114740,587
263300,588
217140,589
1677770,590
448850,591
205730,592
39140,593
214490,594
17460,595
221180,596
699170,597
1286830,598
2909110,599
33440,600
8930,601
2186680,602
273590,603
231160,604
289130,605
1072420,606
427890,607
3483,608
617290,609
12170,610
350280,611
220660,612
1022310,613
1161580,614
595520,615
2258890,616
262060,617
590380,618
920210,619
21660,620
225540,621
255520,622
867090,623
502340,624
2178590,625
374320,626
747350,627
201190,628
2495100,629
601360,630
282140,631
1510,632
418070,633
1300,634
493370,635
937310,636
57300,637
389430,638
6860,639
245070,640
21980,641
2350,642
1017900,643
278460,644
221640,645
1468260,646
1180660,647
1211630,648
461040,649
465760,650
958260,651
883710,652
741820,653
63630,654
1466860,655
641990,656
60,657
498710,658
428950,659
407230,660
861540,661
20,662
31280,663
1523,664
1369630,665
200210,666
417990,667
273620,668
240760,669
611660,670
512790,671
12240,672
300970,673
823500,674
212680,675
80310,676
410320,677
218410,678
431240,679
32390,680
312860,681
623280,682
4570,683
308420,684
1790600,685
548430,686
356190,687
207610,688
371300,689
2290180,690
802240,691
392110,692
242940,693
2131630,694
204080,695
225160,696
8850,697
62100,698
4540,699
2881650,700
22380,701
2310,702
591460,703
3241660,704
1922560,705
230980,706
1012560,707
770990,708
254040,709
1102190,710
238070,711
2131680,712
718560,713
536930,714
107410,715
63640,716
1262240,717
536960,718
421040,719
449640,720
1094710,721
1416920,722
1977530,723
207230,724
6850,725
335820,726
2141910,727
1850510,728
433700,729
382360,730
243200,731
329110,732
2552430,733
377840,734
32340,735
230230,736
1005300,737
98200,738
15100,739
1902490,740
960690,741
237990,742
413150,743
248610,744
32440,745
1333350,746
39190,747
339350,748
254130,749
94400,750
261030,751
230780,752
606510,753
227780,754
253920,755
7600,756
2064650,757
240,758
1222730,759
271590,760
47810,761
2281410,762
284770,763
1273710,764
8870,765
8380,766
1106530,767
2725560,768
22180,769
214610,770
402560,771
1500,772
200010,773
1222680,774
1167630,775
640590,776
231200,777
1253920,778
32460,779
980300,780
108710,781
200110,782
220700,783
477160,784
476600,785
414340,786
1293830,787
469990,788
348300,789
3240220,790
13230,791
2427700,792
2207490,793
552500,794
1401590,795
1888930,796
250900,797
383870,798
1682520,799
495890,800
3590,801
221100,802
27400,803
238960,804
585690,805
620980,806
605450,807
579940,808
508690,809
518580,810
304390,811
13250,812
304650,813
379430,814
386690,815
35480,816
389300,817
205060,818
718650,819
1213210,820
2457220,821
6030,822
2213300,823
304240,824
630100,825
220240,826
346110,827
9180,828
8360,829
8340,830
600980,831
311340,832
592750,833
273600,834
23120,835
6910,836
357190,837
4500,838
2960560,839
1684820,840
993790,841
205690,842
306760,843
21690,844
1770490,845
3830,846
224220,847
1966720,848
438180,849
552990,850
607080,851
546150,852
2754380,853
220200,854
235460,855
259720,856
7760,857
15540,858
204940,859
40,860
501300,861
883860,862
46500,863
658970,864
1237970,865
465240,866
17710,867
571530,868
7650,869
20510,870
22000,871
858210,872
35010,873
1492070,874
530630,875
477200,876
291550,877
1868180,878
509250,879
205230,880
2004440,881
325180,882
337850,883
2379780,884
431030,885
2513240,886
281990,887
228320,888
239350,889
223410,890
706490,891
8350,892
2358770,893
12120,894
8880,895
254060,896
973760,897
900040,898
268500,899
7940,900
1426210,901
1407200,902
343860,903
205350,904
7200,905
718850,906
227680,907
226840,908
284750,909
2515020,910
7670,911
242920,912
1898210,913
632470,914
11610,915
840260,916
1101190,917
253980,918
2358720,919
48190,920
400,921
1128920,922
16300,923
547480,924
644080,925
383080,926
452710,927
252290,928
324570,929
49600,930
1449560,931
233860,932
200170,933
489830,934
409380,935
1235140,936
654310,937
1590360,938
394160,939
420290,940
207380,941
341190,942
3980,943
457650,944
105450,945
35700,946
860510,947
471720,948
1367020,949
205930,950
247020,951
273570,952
765890,953
544810,954
200900,955
729040,956
200710,957
32380,958
1258320,959
4580,960
1811010,961
22300,962
687440,963
500810,964
283450,965
541640,966
47890,967
230190,968
1058200,969
611670,970
233450,971
423580,972
992070,973
2362420,974
2630080,975
9310,976
253030,977
224960,978
1904650,979
495110,980
1588570,981
215530,982
458370,983
400760,984
2270,985
70110,986
359320,987
250640,988
308040,989
1443820,990
585770,991
367450,992
821060,993
304430,994
728880,995
469610,996
308600,997
342190,998
1048540,999
282100,1000
3900,1001
359870,1002
412740,1003
448510,1004
3301060,1005
12500,1006
1583230,1007
1712840,1008
1048370,1009
233550,1010
2763740,1011
323320,1012
263540,1013
63200,1014
397350,1015
1528080,1016
392680,1017
347830,1018
2292260,1019
740550,1020
266010,1021
259300,1022
475150,1023
1859360,1024
2380050,1025
271290,1026
457140,1027
1575940,1028
6020,1029
787480,1030
362300,1031
1236300,1032
1127400,1033
33230,1034
230840,1035
261640,1036
287980,1037
611500,1038
3360,1039
207040,1040
1049320,1041
63380,1042
214830,1043
2215430,1044
716490,1045
240720,1046
248190,1047
1282150,1048
368340,1049
41800,1050
215830,1051
6010,1052
578080,1053
50,1054
554870,1055
13600,1056
368370,1057
1434310,1058
401970,1059
475490,1060
524220,1061
319630,1062
823130,1063
975470,1064
235800,1065
1190460,1066
48240,1067
322290,1068
1168880,1069
637650,1070
63600,1071
697610,1072
640300,1073
292140,1074
391540,1075
933110,1076
50300,1077
925930,1078
63910,1079
582560,1080
420970,1081
694090,1082
726830,1083
1336490,1084
813630,1085
67000,1086
12250,1087
1582850,1088
493520,1089
272860,1090
2285820,1091
313340,1092
32370,1093
606730,1094
42910,1095
332070,1096
739630,1097
403400,1098
1145350,1099
236090,1100
924980,1101
363790,1102
224260,1103
312990,1104
1104380,1105
219890,1106
40700,1107
292030,1108
12210,1109
734750,1110
429790,1111
233310,1112
102600,1113
208670,1114
24780,1115
1140630,1116
946660,1117
438740,1118
814380,1119
32430,1120
616570,1121
1942280,1122
1343240,1123
233230,1124
16810,1125
1062110,1126
228380,1127
389980,1128
41070,1129
265650,1130
1964220,1131
35420,1132
63610,1133
1352930,1134
497780,1135
519860,1136
287390,1137
788100,1138
597220,1139
538110,1140
718670,1141
435150,1142
43110,1143
660330,1144
1290000,1145
1687950,1146
211420,1147
311690,1148
665090,1149
954650,1150
212200,1151
404730,1152
234900,1153
70,1154
950670,1155
33310,1156
414120,1157
764180,1158
392160,1159
322770,1160
835960,1161
1454400,1162
742120,1163
1313,1164
982290,1165
2073850,1166
254000,1167
568320,1168
1124180,1169
249590,1170
99700,1171
286690,1172
236450,1173
2103140,1174
250340,1175
209000,1176
380750,1177
690040,1178
435600,1179
601840,1180
16130,1181
262150,1182
242700,1183
33930,1184
454650,1185
288160,1186
482400,1187
363890,1188
1085660,1189
1091500,1190
1661260,1191
2068280,1192
1868140,1193
1318690,1194
1043810,1195
38400,1196
1366540,1197
201290,1198
1147690,1199
550,1200
1195290,1201
228760,1202
250460,1203
34440,1204
1196590,1205
1177980,1206
1361510,1207
344760,1208
743640,1209
535930,1210
990630,1211
250260,1212
335190,1213
1361700,1214
533970,1215
2897580,1216
528930,1217
921570,1218
17340,1219
299400,1220
587470,1221
1092790,1222
541670,1223
337000,1224
236110,1225
979110,1226
444200,1227
1458100,1228
488790,1229
416450,1230
99900,1231
441380,1232
570090,1233
1712350,1234
1194840,1235
1627720,1236
205070,1237
29180,1238
552440,1239
239140,1240
40400,1241
34330,1242
1635590,1243
38410,1244
1029550,1245
418530,1246
35460,1247
2551920,1248
377950,1249
113020,1250
1287030,1251
38720,1252
203810,1253
1172380,1254
582660,1255
2340,1256
259320,1257
1268750,1258
1005240,1259
667720,1260
1046030,1261
35140,1262
445390,1263
2738430,1264
1455840,1265
453170,1266
211400,1267
553850,1268
363970,1269
776490,1270
344670,1271
7770,1272
598980,1273
372000,1274
499520,1275
1530,1276
564710,1277
27220,1278
73010,1279
707010,1280
949230,1281
65790,1282
949050,1283
931690,1284
270130,1285
1281930,1286
251430,1287
525510,1288
2280,1289
15700,1290
848350,1291
258520,1292
895400,1293
110800,1294
291410,1295
462780,1296
397680,1297
813820,1298
205950,1299
799600,1300
233130,1301
418370,1302
1949190,1303
1097430,1304
1046930,1305
857980,1306
686200,1307
702670,1308
20500,1309
882100,1310
6060,1311
1237950,1312
303210,1313
261570,1314
392150,1315
232450,1316
3164500,1317
232790,1318
981600,1319
622980,1320
204450,1321
26500,1322
797410,1323
591370,1324
1817070,1325
26000,1326
1295270,1327
213670,1328
1269260,1329
2306740,1330
442070,1331
235620,1332
1659420,1333
335240,1334
209950,1335
629910,1336
245550,1337
476620,1338
466660,1339
406970,1340
238460,1341
273580,1342
2067590,1343
12140,1344
4550,1345
3970,1346
1229490,1347
264240,1348
3027930,1349
112100,1350
107600,1351
244430,1352
677620,1353
8400,1354
236850,1355
503580,1356
41700,1357
3960,1358
223470,1359
412020,1360
398000,1361
226960,1362
451780,1363
646570,1364
224580,1365
261550,1366
63620,1367
466040,1368
218680,1369
2600,1370
2923300,1371
9070,1372
671860,1373
2300,1374
205100,1375
282800,1376
935870,1377
3170,1378
438100,1379
223850,1380
489520,1381
219780,1382
383150,1383
560380,1384
425240,1385
1217390,1386
526870,1387
6000,1388
349720,1389
496810,1390
17300,1391
15520,1392
2962300,1393
494810,1394
204360,1395
219680,1396
105800,1397
945360,1398
955900,1399
38740,1400
41500,1401
2701660,1402
226620,1403
393380,1404
1206430,1405
1980530,1406
417860,1407
250180,1408
2407270,1409
1062090,1410
294100,1411
22320,1412
8370,1413
39150,1414
1026680,1415
774361,1416
410850,1417
203140,1418
315830,1419
1070150,1420
739540,1421
23500,1422
860890,1423
834910,1424
7510,1425
9200,1426
588650,1427
2390,1428
504210,1429
435400,1430
223510,1431
300570,1432
809140,1433
108800,1434
218130,1435
579720,1436
559330,1437
243360,1438
91310,1439
208200,1440
1295660,1441
247750,1442
61700,1443
7660,1444
563470,1445
691160,1446
376240,1447
6900,1448
313740,1449
631570,1450
1809540,1451
1244460,1452
648800,1453
2012840,1454
286160,1455
2422090,1456
295550,1457
365430,1458
1670230,1459
704040,1460
257350,1461
1145360,1462
70400,1463
1811990,1464
40370,1465
1716740,1466
11020,1467
1057090,1468
218620,1469
13240,1470
12200,1471
1709920,1472
638970,1473
2360,1474
12100,1475
434170,1476
360,1477
578650,1478
257690,1479
456740,1480
520120,1481
13200,1482
310950,1483
1600780,1484
351030,1485
553420,1486
35450,1487
362930,1488
1930,1489
55230,1490
2414190,1491
405310,1492
19900,1493
49520,1494
1584810,1495
1504980,1496
1888160,1497
1309,1498
1279580,1499
7610,1500
1016800,1501
541660,1502
380670,1503
564310,1504
99200,1505
3540,1506
109400,1507
292120,1508
241600,1509
272270,1510
805150,1511
512900,1512
287700,1513
382890,1514
292480,1515
2330,1516
1180320,1517
39210,1518
23310,1519
265890,1520
2962810,1521
368720,1522
460950,1523
346850,1524
399430,1525
683320,1526
411300,1527
1659600,1528
824600,1529
252130,1530
703980,1531
235210,1532
321480,1533
644830,1534
1133760,1535
892970,1536
946050,1537
648350,1538
12110,1539
774941,1540
418650,1541
456180,1542
714010,1543
41210,1544
1658620,1545
322210,1546
200260,1547
373420,1548
333640,1549
453480,1550
291860,1551
261940,1552
317470,1553
335300,1554
627690,1555
2525380,1556
582010,1557
1049590,1558
296490,1559
388210,1560
251990,1561
1635600,1562
41060,1563
692850,1564
1422450,1565
1113560,1566
415420,1567
1643320,1568
373650,1569
1158310,1570
3217600,1571
921590,1572
24980,1573
500750,1574
816340,1575
450630,1576
57400,1577
380220,1578
104600,1579
316790,1580
737800,1581
1295510,1582
27020,1583
48700,1584
990080,1585
913740,1586
7730,1587
283270,1588
6920,1589
1778210,1590
819970,1591
38700,1592
571310,1593
1642620,1594
2782610,1595
765910,1596
971160,1597
2370,1598
2131640,1599
63700,1600
3990,1601
113200,1602
1213700,1603
35000,1604
92800,1605
735850,1606
32360,1607
391260,1608
2478970,1609
753640,1610
500,1611
439700,1612
239200,1613
1174180,1614
1016120,1615
12900,1616
343730,1617
17410,1618
408340,1619
403640,1620
15500,1621
20920,1622
225260,1623
91600,1624
370360,1625
210970,1626
1522870,1627
551370,1628
211500,1629
201420,1630
243970,1631
572540,1632
716500,1633
436890,1634
348250,1635
